r_value,n_plus,n_minus,probability
0.05,2.8999999999999995,31.36,0.0
0.05,4.06,0.64,6.839889418384806e-05
0.05,4.06,1.92,0.0019825470523139243
0.05,4.06,3.2,0.008419189258719328
0.05,4.06,4.48,0.013775741464430533
0.05,4.06,5.76,0.0009126658417964204
0.05,4.06,7.04,9.698350667859054e-05
0.05,4.06,8.32,4.083516070677496e-06
0.05,4.06,9.600000000000001,0.0
0.05,4.06,10.879999999999999,0.0
0.05,4.06,12.16,0.0
0.05,4.06,13.440000000000001,0.0
0.05,4.06,14.719999999999999,0.0
0.05,4.06,16.0,0.0
0.05,4.06,17.28,0.0
0.05,4.06,18.560000000000002,0.0
0.05,4.06,19.84,0.0
0.05,4.06,21.12,0.0
0.05,4.06,22.4,0.0
0.05,4.06,23.68,0.0
0.05,4.06,24.96,0.0
0.05,4.06,26.240000000000002,0.0
0.05,4.06,27.52,0.0
0.05,4.06,28.8,0.0
0.05,4.06,30.08,0.0
0.05,4.06,31.36,0.0
0.05,5.22,0.64,1.020879017669374e-06
0.05,5.22,1.92,0.00011535932899663926
0.05,5.22,3.2,0.0014282097457194542
0.05,5.22,4.48,0.009211391376430763
0.05,5.22,5.76,0.0023327085553745196
0.05,5.22,7.04,0.0006217153217606488
0.05,5.22,8.32,6.737801516617869e-05
0.05,5.22,9.600000000000001,7.146153123685618e-06
0.05,5.22,10.879999999999999,0.0
0.05,5.22,12.16,0.0
0.05,5.22,13.440000000000001,0.0
0.05,5.22,14.719999999999999,0.0
0.05,5.22,16.0,0.0
0.05,5.22,17.28,0.0
0.05,5.22,18.560000000000002,0.0
0.05,5.22,19.84,0.0
0.05,5.22,21.12,0.0
0.05,5.22,22.4,0.0
0.05,5.22,23.68,0.0
0.05,5.22,24.96,0.0
0.05,5.22,26.240000000000002,0.0
0.05,5.22,27.52,0.0
0.05,5.22,28.8,0.0
0.05,5.22,30.08,0.0
0.05,5.22,31.36,0.0
0.05,6.379999999999999,0.64,0.0
0.05,6.379999999999999,1.92,3.062637053008122e-06
0.05,6.379999999999999,3.2,0.00011331757096130052
0.05,6.379999999999999,4.48,0.003258645824400642
0.05,6.379999999999999,5.76,0.0026348887446046546
0.05,6.379999999999999,7.04,0.001422084471613438
0.05,6.379999999999999,8.32,0.00039508017983804774
0.05,6.379999999999999,9.600000000000001,7.146153123685618e-05
0.05,6.379999999999999,10.879999999999999,0.0
0.05,6.379999999999999,12.16,0.0
0.05,6.379999999999999,13.440000000000001,0.0
0.05,6.379999999999999,14.719999999999999,0.0
0.05,6.379999999999999,16.0,0.0
0.05,6.379999999999999,17.28,0.0
0.05,6.379999999999999,18.560000000000002,0.0
0.05,6.379999999999999,19.84,0.0
0.05,6.379999999999999,21.12,0.0
0.05,6.379999999999999,22.4,0.0
0.05,6.379999999999999,23.68,0.0
0.05,6.379999999999999,24.96,0.0
0.05,6.379999999999999,26.240000000000002,0.0
0.05,6.379999999999999,27.52,0.0
0.05,6.379999999999999,28.8,0.0
0.05,6.379999999999999,30.08,0.0
0.05,6.379999999999999,31.36,0.0
0.05,7.539999999999999,0.64,0.0
0.05,7.539999999999999,1.92,0.0
0.05,7.539999999999999,3.2,2.041758035338748e-06
0.05,7.539999999999999,4.48,0.0008013900288704587
0.05,7.539999999999999,5.76,0.0018130811353808084
0.05,7.539999999999999,7.04,0.002392940417417013
0.05,7.539999999999999,8.32,0.0018192064094868245
0.05,7.539999999999999,9.600000000000001,0.001050484509181786
0.05,7.539999999999999,10.879999999999999,4.900219284812995e-05
0.05,7.539999999999999,12.16,5.10439508834687e-06
0.05,7.539999999999999,13.440000000000001,1.020879017669374e-06
0.05,7.539999999999999,14.719999999999999,0.0
0.05,7.539999999999999,16.0,0.0
0.05,7.539999999999999,17.28,0.0
0.05,7.539999999999999,18.560000000000002,0.0
0.05,7.539999999999999,19.84,0.0
0.05,7.539999999999999,21.12,0.0
0.05,7.539999999999999,22.4,0.0
0.05,7.539999999999999,23.68,0.0
0.05,7.539999999999999,24.96,0.0
0.05,7.539999999999999,26.240000000000002,0.0
0.05,7.539999999999999,27.52,0.0
0.05,7.539999999999999,28.8,0.0
0.05,7.539999999999999,30.08,0.0
0.05,7.539999999999999,31.36,0.0
0.05,8.7,0.64,0.0
0.05,8.7,1.92,0.0
0.05,8.7,3.2,0.0
0.05,8.7,4.48,1.1229669194363115e-05
0.05,8.7,5.76,6.839889418384806e-05
0.05,8.7,7.04,0.0002715538187000535
0.05,8.7,8.32,0.0005083977507993483
0.05,8.7,9.600000000000001,0.0008830603502840086
0.05,8.7,10.879999999999999,0.00014190218345604298
0.05,8.7,12.16,2.6542854459403725e-05
0.05,8.7,13.440000000000001,1.020879017669374e-05
0.05,8.7,14.719999999999999,0.0
0.05,8.7,16.0,0.0
0.05,8.7,17.28,0.0
0.05,8.7,18.560000000000002,0.0
0.05,8.7,19.84,0.0
0.05,8.7,21.12,0.0
0.05,8.7,22.4,0.0
0.05,8.7,23.68,0.0
0.05,8.7,24.96,0.0
0.05,8.7,26.240000000000002,0.0
0.05,8.7,27.52,0.0
0.05,8.7,28.8,0.0
0.05,8.7,30.08,0.0
0.05,8.7,31.36,0.0
0.05,9.86,0.64,0.0
0.05,9.86,1.92,0.0
0.05,9.86,3.2,0.0
0.05,9.86,4.48,0.0
0.05,9.86,5.76,7.146153123685618e-06
0.05,9.86,7.04,5.716922498948494e-05
0.05,9.86,8.32,0.0001817164651451486
0.05,9.86,9.600000000000001,0.0007064482802272068
0.05,9.86,10.879999999999999,0.0002123428356752298
0.05,9.86,12.16,8.26912004312193e-05
0.05,9.86,13.440000000000001,2.1438459371056856e-05
0.05,9.86,14.719999999999999,1.020879017669374e-06
0.05,9.86,16.0,0.0
0.05,9.86,17.28,0.0
0.05,9.86,18.560000000000002,0.0
0.05,9.86,19.84,0.0
0.05,9.86,21.12,0.0
0.05,9.86,22.4,0.0
0.05,9.86,23.68,0.0
0.05,9.86,24.96,0.0
0.05,9.86,26.240000000000002,0.0
0.05,9.86,27.52,0.0
0.05,9.86,28.8,0.0
0.05,9.86,30.08,0.0
0.05,9.86,31.36,0.0
0.05,11.02,0.64,0.0
0.05,11.02,1.92,0.0
0.05,11.02,3.2,0.0
0.05,11.02,4.48,0.0
0.05,11.02,5.76,1.020879017669374e-06
0.05,11.02,7.04,2.041758035338748e-06
0.05,11.02,8.32,3.573076561842809e-05
0.05,11.02,9.600000000000001,0.0003348483177955547
0.05,11.02,10.879999999999999,0.00021030107763989105
0.05,11.02,12.16,0.00014394394149138174
0.05,11.02,13.440000000000001,7.452416828986431e-05
0.05,11.02,14.719999999999999,4.083516070677496e-06
0.05,11.02,16.0,1.020879017669374e-06
0.05,11.02,17.28,0.0
0.05,11.02,18.560000000000002,0.0
0.05,11.02,19.84,0.0
0.05,11.02,21.12,0.0
0.05,11.02,22.4,0.0
0.05,11.02,23.68,0.0
0.05,11.02,24.96,0.0
0.05,11.02,26.240000000000002,0.0
0.05,11.02,27.52,0.0
0.05,11.02,28.8,0.0
0.05,11.02,30.08,0.0
0.05,11.02,31.36,0.0
0.05,12.18,0.64,0.0
0.05,12.18,1.92,0.0
0.05,12.18,3.2,0.0
0.05,12.18,4.48,0.0
0.05,12.18,5.76,0.0
0.05,12.18,7.04,0.0
0.05,12.18,8.32,6.125274106016244e-06
0.05,12.18,9.600000000000001,0.0001102549339082924
0.05,12.18,10.879999999999999,0.00012148460310265551
0.05,12.18,12.16,0.00014496482050905111
0.05,12.18,13.440000000000001,0.00012454724015566364
0.05,12.18,14.719999999999999,1.020879017669374e-05
0.05,12.18,16.0,3.062637053008122e-06
0.05,12.18,17.28,0.0
0.05,12.18,18.560000000000002,0.0
0.05,12.18,19.84,0.0
0.05,12.18,21.12,0.0
0.05,12.18,22.4,0.0
0.05,12.18,23.68,0.0
0.05,12.18,24.96,0.0
0.05,12.18,26.240000000000002,0.0
0.05,12.18,27.52,0.0
0.05,12.18,28.8,0.0
0.05,12.18,30.08,0.0
0.05,12.18,31.36,0.0
0.05,13.34,0.64,0.0
0.05,13.34,1.92,0.0
0.05,13.34,3.2,0.0
0.05,13.34,4.48,0.0
0.05,13.34,5.76,0.0
0.05,13.34,7.04,0.0
0.05,13.34,8.32,1.020879017669374e-06
0.05,13.34,9.600000000000001,1.9396701335718106e-05
0.05,13.34,10.879999999999999,6.839889418384806e-05
0.05,13.34,12.16,0.00011331757096130052
0.05,13.34,13.440000000000001,0.00015619448970341423
0.05,13.34,14.719999999999999,2.5521975441734352e-05
0.05,13.34,16.0,7.146153123685618e-06
0.05,13.34,17.28,5.10439508834687e-06
0.05,13.34,18.560000000000002,0.0
0.05,13.34,19.84,0.0
0.05,13.34,21.12,0.0
0.05,13.34,22.4,0.0
0.05,13.34,23.68,0.0
0.05,13.34,24.96,0.0
0.05,13.34,26.240000000000002,0.0
0.05,13.34,27.52,0.0
0.05,13.34,28.8,0.0
0.05,13.34,30.08,0.0
0.05,13.34,31.36,0.0
0.05,14.499999999999998,0.64,0.0
0.05,14.499999999999998,1.92,0.0
0.05,14.499999999999998,3.2,0.0
0.05,14.499999999999998,4.48,0.0
0.05,14.499999999999998,5.76,0.0
0.05,14.499999999999998,7.04,0.0
0.05,14.499999999999998,8.32,0.0
0.05,14.499999999999998,9.600000000000001,3.062637053008122e-06
0.05,14.499999999999998,10.879999999999999,2.4501096424064976e-05
0.05,14.499999999999998,12.16,4.593955579512183e-05
0.05,14.499999999999998,13.440000000000001,0.00019090437630417295
0.05,14.499999999999998,14.719999999999999,8.167032141354992e-05
0.05,14.499999999999998,16.0,5.410658793647683e-05
0.05,14.499999999999998,17.28,1.735494330037936e-05
0.05,14.499999999999998,18.560000000000002,1.1229669194363115e-05
0.05,14.499999999999998,19.84,0.0
0.05,14.499999999999998,21.12,0.0
0.05,14.499999999999998,22.4,0.0
0.05,14.499999999999998,23.68,0.0
0.05,14.499999999999998,24.96,0.0
0.05,14.499999999999998,26.240000000000002,0.0
0.05,14.499999999999998,27.52,0.0
0.05,14.499999999999998,28.8,0.0
0.05,14.499999999999998,30.08,0.0
0.05,14.499999999999998,31.36,0.0
0.05,15.659999999999998,0.64,0.0
0.05,15.659999999999998,1.92,0.0
0.05,15.659999999999998,3.2,0.0
0.05,15.659999999999998,4.48,0.0
0.05,15.659999999999998,5.76,0.0
0.05,15.659999999999998,7.04,0.0
0.05,15.659999999999998,8.32,0.0
0.05,15.659999999999998,9.600000000000001,0.0
0.05,15.659999999999998,10.879999999999999,2.041758035338748e-06
0.05,15.659999999999998,12.16,4.083516070677496e-06
0.05,15.659999999999998,13.440000000000001,2.9605491512411848e-05
0.05,15.659999999999998,14.719999999999999,2.041758035338748e-05
0.05,15.659999999999998,16.0,2.9605491512411848e-05
0.05,15.659999999999998,17.28,1.531318526504061e-05
0.05,15.659999999999998,18.560000000000002,1.8375822318048733e-05
0.05,15.659999999999998,19.84,1.020879017669374e-06
0.05,15.659999999999998,21.12,0.0
0.05,15.659999999999998,22.4,0.0
0.05,15.659999999999998,23.68,0.0
0.05,15.659999999999998,24.96,0.0
0.05,15.659999999999998,26.240000000000002,0.0
0.05,15.659999999999998,27.52,0.0
0.05,15.659999999999998,28.8,0.0
0.05,15.659999999999998,30.08,0.0
0.05,15.659999999999998,31.36,0.0
0.05,16.82,0.64,0.0
0.05,16.82,1.92,0.0
0.05,16.82,3.2,0.0
0.05,16.82,4.48,0.0
0.05,16.82,5.76,0.0
0.05,16.82,7.04,0.0
0.05,16.82,8.32,0.0
0.05,16.82,9.600000000000001,0.0
0.05,16.82,10.879999999999999,0.0
0.05,16.82,12.16,0.0
0.05,16.82,13.440000000000001,9.187911159024367e-06
0.05,16.82,14.719999999999999,1.531318526504061e-05
0.05,16.82,16.0,1.4292306247371236e-05
0.05,16.82,17.28,1.3271427229701863e-05
0.05,16.82,18.560000000000002,1.9396701335718106e-05
0.05,16.82,19.84,4.083516070677496e-06
0.05,16.82,21.12,0.0
0.05,16.82,22.4,0.0
0.05,16.82,23.68,0.0
0.05,16.82,24.96,0.0
0.05,16.82,26.240000000000002,0.0
0.05,16.82,27.52,0.0
0.05,16.82,28.8,0.0
0.05,16.82,30.08,0.0
0.05,16.82,31.36,0.0
0.05,17.979999999999997,0.64,0.0
0.05,17.979999999999997,1.92,0.0
0.05,17.979999999999997,3.2,0.0
0.05,17.979999999999997,4.48,0.0
0.05,17.979999999999997,5.76,0.0
0.05,17.979999999999997,7.04,0.0
0.05,17.979999999999997,8.32,0.0
0.05,17.979999999999997,9.600000000000001,0.0
0.05,17.979999999999997,10.879999999999999,0.0
0.05,17.979999999999997,12.16,0.0
0.05,17.979999999999997,13.440000000000001,1.020879017669374e-06
0.05,17.979999999999997,14.719999999999999,5.10439508834687e-06
0.05,17.979999999999997,16.0,8.167032141354992e-06
0.05,17.979999999999997,17.28,8.167032141354992e-06
0.05,17.979999999999997,18.560000000000002,2.3480217406395602e-05
0.05,17.979999999999997,19.84,0.0
0.05,17.979999999999997,21.12,2.041758035338748e-06
0.05,17.979999999999997,22.4,0.0
0.05,17.979999999999997,23.68,0.0
0.05,17.979999999999997,24.96,0.0
0.05,17.979999999999997,26.240000000000002,0.0
0.05,17.979999999999997,27.52,0.0
0.05,17.979999999999997,28.8,0.0
0.05,17.979999999999997,30.08,0.0
0.05,17.979999999999997,31.36,0.0
0.05,19.14,0.64,0.0
0.05,19.14,1.92,0.0
0.05,19.14,3.2,0.0
0.05,19.14,4.48,0.0
0.05,19.14,5.76,0.0
0.05,19.14,7.04,0.0
0.05,19.14,8.32,0.0
0.05,19.14,9.600000000000001,0.0
0.05,19.14,10.879999999999999,0.0
0.05,19.14,12.16,0.0
0.05,19.14,13.440000000000001,0.0
0.05,19.14,14.719999999999999,3.062637053008122e-06
0.05,19.14,16.0,5.10439508834687e-06
0.05,19.14,17.28,6.125274106016244e-06
0.05,19.14,18.560000000000002,1.9396701335718106e-05
0.05,19.14,19.84,5.10439508834687e-06
0.05,19.14,21.12,7.146153123685618e-06
0.05,19.14,22.4,1.020879017669374e-06
0.05,19.14,23.68,0.0
0.05,19.14,24.96,0.0
0.05,19.14,26.240000000000002,0.0
0.05,19.14,27.52,0.0
0.05,19.14,28.8,0.0
0.05,19.14,30.08,0.0
0.05,19.14,31.36,0.0
0.05,20.299999999999997,0.64,0.0
0.05,20.299999999999997,1.92,0.0
0.05,20.299999999999997,3.2,0.0
0.05,20.299999999999997,4.48,0.0
0.05,20.299999999999997,5.76,0.0
0.05,20.299999999999997,7.04,0.0
0.05,20.299999999999997,8.32,0.0
0.05,20.299999999999997,9.600000000000001,0.0
0.05,20.299999999999997,10.879999999999999,0.0
0.05,20.299999999999997,12.16,0.0
0.05,20.299999999999997,13.440000000000001,0.0
0.05,20.299999999999997,14.719999999999999,0.0
0.05,20.299999999999997,16.0,0.0
0.05,20.299999999999997,17.28,1.020879017669374e-06
0.05,20.299999999999997,18.560000000000002,7.146153123685618e-06
0.05,20.299999999999997,19.84,5.10439508834687e-06
0.05,20.299999999999997,21.12,6.125274106016244e-06
0.05,20.299999999999997,22.4,0.0
0.05,20.299999999999997,23.68,1.020879017669374e-06
0.05,20.299999999999997,24.96,0.0
0.05,20.299999999999997,26.240000000000002,0.0
0.05,20.299999999999997,27.52,0.0
0.05,20.299999999999997,28.8,0.0
0.05,20.299999999999997,30.08,0.0
0.05,20.299999999999997,31.36,0.0
0.05,21.46,0.64,0.0
0.05,21.46,1.92,0.0
0.05,21.46,3.2,0.0
0.05,21.46,4.48,0.0
0.05,21.46,5.76,0.0
0.05,21.46,7.04,0.0
0.05,21.46,8.32,0.0
0.05,21.46,9.600000000000001,0.0
0.05,21.46,10.879999999999999,0.0
0.05,21.46,12.16,0.0
0.05,21.46,13.440000000000001,0.0
0.05,21.46,14.719999999999999,0.0
0.05,21.46,16.0,0.0
0.05,21.46,17.28,0.0
0.05,21.46,18.560000000000002,8.167032141354992e-06
0.05,21.46,19.84,6.125274106016244e-06
0.05,21.46,21.12,1.3271427229701863e-05
0.05,21.46,22.4,7.146153123685618e-06
0.05,21.46,23.68,4.083516070677496e-06
0.05,21.46,24.96,0.0
0.05,21.46,26.240000000000002,1.020879017669374e-06
0.05,21.46,27.52,0.0
0.05,21.46,28.8,0.0
0.05,21.46,30.08,0.0
0.05,21.46,31.36,0.0
0.05,22.619999999999997,0.64,0.0
0.05,22.619999999999997,1.92,0.0
0.05,22.619999999999997,3.2,0.0
0.05,22.619999999999997,4.48,0.0
0.05,22.619999999999997,5.76,0.0
0.05,22.619999999999997,7.04,0.0
0.05,22.619999999999997,8.32,0.0
0.05,22.619999999999997,9.600000000000001,0.0
0.05,22.619999999999997,10.879999999999999,0.0
0.05,22.619999999999997,12.16,0.0
0.05,22.619999999999997,13.440000000000001,0.0
0.05,22.619999999999997,14.719999999999999,0.0
0.05,22.619999999999997,16.0,0.0
0.05,22.619999999999997,17.28,0.0
0.05,22.619999999999997,18.560000000000002,0.0
0.05,22.619999999999997,19.84,1.020879017669374e-06
0.05,22.619999999999997,21.12,1.020879017669374e-06
0.05,22.619999999999997,22.4,5.10439508834687e-06
0.05,22.619999999999997,23.68,0.0
0.05,22.619999999999997,24.96,2.041758035338748e-06
0.05,22.619999999999997,26.240000000000002,0.0
0.05,22.619999999999997,27.52,0.0
0.05,22.619999999999997,28.8,0.0
0.05,22.619999999999997,30.08,0.0
0.05,22.619999999999997,31.36,0.0
0.05,23.78,0.64,0.0
0.05,23.78,1.92,0.0
0.05,23.78,3.2,0.0
0.05,23.78,4.48,0.0
0.05,23.78,5.76,0.0
0.05,23.78,7.04,0.0
0.05,23.78,8.32,0.0
0.05,23.78,9.600000000000001,0.0
0.05,23.78,10.879999999999999,0.0
0.05,23.78,12.16,0.0
0.05,23.78,13.440000000000001,0.0
0.05,23.78,14.719999999999999,0.0
0.05,23.78,16.0,0.0
0.05,23.78,17.28,0.0
0.05,23.78,18.560000000000002,0.0
0.05,23.78,19.84,0.0
0.05,23.78,21.12,2.041758035338748e-06
0.05,23.78,22.4,2.041758035338748e-06
0.05,23.78,23.68,1.020879017669374e-06
0.05,23.78,24.96,4.083516070677496e-06
0.05,23.78,26.240000000000002,2.041758035338748e-06
0.05,23.78,27.52,1.020879017669374e-06
0.05,23.78,28.8,0.0
0.05,23.78,30.08,0.0
0.05,23.78,31.36,0.0
0.05,24.939999999999998,0.64,0.0
0.05,24.939999999999998,1.92,0.0
0.05,24.939999999999998,3.2,0.0
0.05,24.939999999999998,4.48,0.0
0.05,24.939999999999998,5.76,0.0
0.05,24.939999999999998,7.04,0.0
0.05,24.939999999999998,8.32,0.0
0.05,24.939999999999998,9.600000000000001,0.0
0.05,24.939999999999998,10.879999999999999,0.0
0.05,24.939999999999998,12.16,0.0
0.05,24.939999999999998,13.440000000000001,0.0
0.05,24.939999999999998,14.719999999999999,0.0
0.05,24.939999999999998,16.0,0.0
0.05,24.939999999999998,17.28,0.0
0.05,24.939999999999998,18.560000000000002,0.0
0.05,24.939999999999998,19.84,0.0
0.05,24.939999999999998,21.12,0.0
0.05,24.939999999999998,22.4,0.0
0.05,24.939999999999998,23.68,1.020879017669374e-06
0.05,24.939999999999998,24.96,0.0
0.05,24.939999999999998,26.240000000000002,0.0
0.05,24.939999999999998,27.52,1.020879017669374e-06
0.05,24.939999999999998,28.8,0.0
0.05,24.939999999999998,30.08,0.0
0.05,24.939999999999998,31.36,0.0
0.05,26.1,0.64,0.0
0.05,26.1,1.92,0.0
0.05,26.1,3.2,0.0
0.05,26.1,4.48,0.0
0.05,26.1,5.76,0.0
0.05,26.1,7.04,0.0
0.05,26.1,8.32,0.0
0.05,26.1,9.600000000000001,0.0
0.05,26.1,10.879999999999999,0.0
0.05,26.1,12.16,0.0
0.05,26.1,13.440000000000001,0.0
0.05,26.1,14.719999999999999,0.0
0.05,26.1,16.0,0.0
0.05,26.1,17.28,0.0
0.05,26.1,18.560000000000002,0.0
0.05,26.1,19.84,0.0
0.05,26.1,21.12,0.0
0.05,26.1,22.4,1.020879017669374e-06
0.05,26.1,23.68,0.0
0.05,26.1,24.96,0.0
0.05,26.1,26.240000000000002,2.041758035338748e-06
0.05,26.1,27.52,0.0
0.05,26.1,28.8,0.0
0.05,26.1,30.08,0.0
0.05,26.1,31.36,0.0
0.05,27.259999999999998,0.64,0.0
0.05,27.259999999999998,1.92,0.0
0.05,27.259999999999998,3.2,0.0
0.05,27.259999999999998,4.48,0.0
0.05,27.259999999999998,5.76,0.0
0.05,27.259999999999998,7.04,0.0
0.05,27.259999999999998,8.32,0.0
0.05,27.259999999999998,9.600000000000001,0.0
0.05,27.259999999999998,10.879999999999999,0.0
0.05,27.259999999999998,12.16,0.0
0.05,27.259999999999998,13.440000000000001,0.0
0.05,27.259999999999998,14.719999999999999,0.0
0.05,27.259999999999998,16.0,0.0
0.05,27.259999999999998,17.28,0.0
0.05,27.259999999999998,18.560000000000002,0.0
0.05,27.259999999999998,19.84,0.0
0.05,27.259999999999998,21.12,0.0
0.05,27.259999999999998,22.4,0.0
0.05,27.259999999999998,23.68,0.0
0.05,27.259999999999998,24.96,0.0
0.05,27.259999999999998,26.240000000000002,0.0
0.05,27.259999999999998,27.52,0.0
0.05,27.259999999999998,28.8,0.0
0.05,27.259999999999998,30.08,0.0
0.05,27.259999999999998,31.36,1.020879017669374e-06
0.05,28.419999999999998,0.64,0.0
0.05,28.419999999999998,1.92,0.0
0.05,28.419999999999998,3.2,0.0
0.05,28.419999999999998,4.48,0.0
0.05,28.419999999999998,5.76,0.0
0.05,28.419999999999998,7.04,0.0
0.05,28.419999999999998,8.32,0.0
0.05,28.419999999999998,9.600000000000001,0.0
0.05,28.419999999999998,10.879999999999999,0.0
0.05,28.419999999999998,12.16,0.0
0.05,28.419999999999998,13.440000000000001,0.0
0.05,28.419999999999998,14.719999999999999,0.0
0.05,28.419999999999998,16.0,0.0
0.05,28.419999999999998,17.28,0.0
0.05,28.419999999999998,18.560000000000002,0.0
0.05,28.419999999999998,19.84,0.0
0.05,28.419999999999998,21.12,0.0
0.05,28.419999999999998,22.4,0.0
0.05,28.419999999999998,23.68,0.0
0.05,28.419999999999998,24.96,0.0
0.05,28.419999999999998,26.240000000000002,1.020879017669374e-06
0.05,28.419999999999998,27.52,2.041758035338748e-06
0.05,28.419999999999998,28.8,1.020879017669374e-06
0.05,28.419999999999998,30.08,0.0
0.05,28.419999999999998,31.36,0.0
